web-scraper-order	web-scraper-start-url	问题名字	提问时间	提出的问题	提出的问题-href	name	answer
1574231898-487	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"@cabralfortiss Thanks for the quick answer. I have these defines in my lwipopts.h and double checked it now. I did the changes of the freertos-config file as well. Before i had them I had around 300 errors ;)
I?m going to try the release pack v1.0 later o"
1574231834-440	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Server does not persist the NodeId of a Node	"#2873
            opened on 9 Jul by
            GeorgeSellner"	Server does not persist the NodeId of a Node	https://github.com/open62541/open62541/issues/2873	jpfr	
1574231283-198	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771		"@theresa95 If you really need your published sensor values on console, add a UA_LOG_INFO() function in the below mentioned line based on the log level with which you wanna operate.
https://github.com/opcua-tsn-team-kalycito/open62541/blob/23aec0cc21edc973"
1574231618-382	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844		@mlgiraud How can I change the arrays to empty? which function ? I can test if it works.
1574231618-368	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	opcua-tsn-team-kalycito	
1574231477-289	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808		"I adjusted the title to reflect the issue.
You receive the DataTypeArray together with the namespace definitions.

You could do a little bit of preprocessing before adding the DataTypeArray to the linked list in the server config.
For example by looking up the dependencies (via the NodeId of the type) and ensuring that DataType definitions that depend on one another end up in the same DataTypeArray.

E.g. by copying the relevant DataTypes to the current DataTypeArray.
That way we keep the encoding layer really simple and fast.

And the encoding layer can be ""standalone"" without dependencies to the Nodestore layer."
1574231898-465	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	cabralfortiss	
1574231800-414	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	sohailmushtaq	
1574231533-343	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231533-315	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		"@opcua-tsn-team-kalycito Please have a look.
These things should be covered by unit tests to prevent regression in the future."
1574231494-295	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	NamespaceArray looks good but Namespaces object doesn't match it	"#2810
            opened on 12 Jun by
            cpipero"	NamespaceArray looks good but Namespaces object doesn't match it	https://github.com/open62541/open62541/issues/2810	jpfr	
1574231800-408	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	theresa95	
1574231567-348	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829	schroeder-	
1574231477-285	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808		"Custom DataTypes can use other custom DataTypes as long as they end up in the same ""UA_DataTypeArray"" (see open62541/types.h).

The indexing is relative to the current datatype.
If this does not work, then this is a bug that needs to be solved.
Yeah, the docs need improvement here."
1574231567-353	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829	mlang-de	
1574231923-517	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	"Compiled nodesets do not initialize the variable type, UA Expert can not write to variable"	"#2924
            opened on 25 Jul by
            Pro"	"Compiled nodesets do not initialize the variable type, UA Expert can not write to variable"	https://github.com/open62541/open62541/issues/2924	Pro	
1574231533-330	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		"Description
I followed the pull request #2613 and tried the implementation myself.

However after the merge many things don't work anymore.

For example when working with 1 ReaderGroup and 2 DataSetReader the subscribed variables wont receive any data.

  
    
      open62541/src/pubsub/ua_pubsub.c
    
    
        Lines 400 to 406
      in
      534ca8b
    
    
    
    

        
          
           if(pConnection->readerGroupsSize == 1) { 
        

        
          
               if(LIST_FIRST(&pConnection->readerGroups)->readersCount == 1) { 
        

        
          
               UA_LOG_INFO(&server->config.logger, UA_LOGCATEGORY_SERVER, ""only 1 DataSetReader available. This one will be used.""); 
        

        
          
               dataSetReaderErg = LIST_FIRST(&LIST_FIRST(&pConnection->readerGroups)->readers); 
        

        
          
               } 
        

        
          
            
        

        
          
           } 
        
    
  


I located the problem in this code which only allows a single DataSetReader when there is only 1 ReaderGroup. So everytime the stack tries to process the message it doesn't get any DataSetReader.
Also there is no checking for the publisherId AND writerId in this scenario! There might occur errors/problems when there are two ore more publisher with a different config!

@Fischer-Thomas, thank you for your interest in the subscriber implementation. Can you please use #2631 instead of #2613 as #2631 is the commit that was actually merged. Even in that case, our priority was to provide a quick implementation that focuses specifically on writing the subscribed value into the information model - this was previously not available and we are getting the ball rolling here for interested users. Additional items (including the ones you have mentioned) are definitely in our roadmap and we will be happy to let you know as soon as we have them and their dependencies in place. Please stay tuned for regular updates.
Regards,

opc-ua-tsn-team-kalycito"
1574231477-276	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808	jpfr	
1574231496-302	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Monitored Item - exception-based model [Question]	"#2814
            opened on 13 Jun by
            rudoq32"	Monitored Item - exception-based model [Question]	https://github.com/open62541/open62541/issues/2814	jpfr	
1574231919-515	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Semantic release numbers	"#2923
            opened on 25 Jul by
            jrcoding"	Semantic release numbers	https://github.com/open62541/open62541/issues/2923		"@ralphlange @Pro @jpfr
Because at present the SONAME is set independently of <major_number> and <minor_number> in CMake.txt one runs into problems on Linux because one can't verify that the installed shared library is still the same the application is lin"
1574231898-481	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"... there is no function called

UA_ServerConfig_new_customBuffer. Is this changed in the newest version to UA_ServerConfig_setMinimalCustomBuffer?

Yes correct, we changed how the server config is handled. You can find more on that in our examples on master."
1574231460-258	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	cpipero	
1574231800-433	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"@sohailmushtaq, is there any email address or other social media account so i can contact you?
Regards"
1574231770-405	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Need for better TCP and mDNS interface selection	"#2864
            opened on 2 Jul by
            Pro"	Need for better TCP and mDNS interface selection	https://github.com/open62541/open62541/issues/2864	Pro	
1574231460-260	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	jpfr	
1574231618-371	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	opcua-tsn-team-kalycito	
1574231880-454	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890		"Hi @canadyre,

what do you mean with "" the subscriber is using a polling mechanism set to some number of milliseconds"".

Are you using UDP?"
1574231743-400	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	PubSub packet latency	"#2860
            opened on 2 Jul by
            canadyre"	PubSub packet latency	https://github.com/open62541/open62541/issues/2860		"As @ccvca already mentions, you have to make sure that the clocks are synchronized. You can use PTP for that (which has up to nanoseconds accuracy).
Also, you have to make sure that the router is routing your packages with high priority (depends on your router), otherwise you may end up with jitter.
Maybe this may also be interesting for you: https://www.kernel.org/doc/Documentation/networking/timestamping.txt"
1574231340-209	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	"#2783
            opened on 4 Jun by
            Nik654"	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	https://github.com/open62541/open62541/issues/2783	ccvca	
1574231800-437	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"Hi,

there is a branch which contains OPC UA PubSub MQTT with examples also. Check the branch pubsub_mqtt_clean. My master thesis is about OPC UA PubSub, so I've worked on PubSub with MQTT, in case you have questions just let me know.

Regards

Sohail

Hi @sohailmushtaq can you show me where this branch is ?
Regards

Please ignore @sohailmushtaq , i have found it
Regards"
1574231533-344	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		}
1574231516-304	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	How to create a certification and send this to server	"#2816
            opened on 14 Jun by
            AndyarcherReset"	How to create a certification and send this to server	https://github.com/open62541/open62541/issues/2816	SebsSa	
1574231618-369	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	elitezhu	
1574231743-401	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	PubSub packet latency	"#2860
            opened on 2 Jul by
            canadyre"	PubSub packet latency	https://github.com/open62541/open62541/issues/2860		"The complicated procedure:

PTP Sync (only software timestamp is possible on RPi3 and you need to do PTP specific changes to kernel and rebuild, 3hrs procedure)
PHC2SYS sync is needed
compensate for the poor accuracy due to non RT environment and software clock

Easier path:
easier measurement will be to send 1 byte to

node 2 and receive the same data at node 1 and try to find the overall time required for this and simply divide by 2 to get your latency. In this method you will be doing the measurement in the same time context/domain which removes you the headache of Ptp and PHC2SYS.
My RPi3 showed far better performance than yours even though I had a legacy Ethernet switch in between.
Please refer the issue #2846 and share your feedback"
1574231533-325	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		}
1574231426-244	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Can report.ci be helpful?	"#2793
            opened on 6 Jun by
            escherstair"	Can report.ci be helpful?	https://github.com/open62541/open62541/issues/2793	Pro	
1574231533-312	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817	jpfr	
1574231533-336	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		"UA_LOG_INFO(&server->config.logger, UA_LOGCATEGORY_SERVER, ""only 1 DataSetReader available. This one will be used."");"
1574231516-309	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	How to create a certification and send this to server	"#2816
            opened on 14 Jun by
            AndyarcherReset"	How to create a certification and send this to server	https://github.com/open62541/open62541/issues/2816		"This is definitely supported.
See here the example:

https://github.com/open62541/open62541/blob/master/examples/encryption/client_encryption.c
You can define which SecurityPolicy to use in the client config:

https://open62541.org/doc/current/client.html#client-configuration"
1574231914-506	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Generated custom data-types inside a method call	"#2920
            opened on 24 Jul by
            starki93"	Generated custom data-types inside a method call	https://github.com/open62541/open62541/issues/2920		
1574231283-192	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771	merlingeorge555	
1574231898-471	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	cabralfortiss	
1574231477-283	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808	TorbenD	
1574231283-199	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771		"hey @merlingeorge555 and @johndzilva ,

I would like to give a big thank you to your answers!
As I using the subscribe application as a basement for further extended the application, I would not only like to print the timestamp value to the console, but also store them in a variable to write them in a csv file.
As I understand correctly, one way to do this is to define a function myFunc which calls UA_Server_readValue(UA_Server *server, const UA_NodeId nodeId, UA_Variant *outValue). myFunc then casts the outValue to DateTime and writes it into the csv file.  myFunc is called in ua_pubsub.c line 1098 where it is executed everytime a new NetworkMessage is received.
BUT: as you can see in the interface of the UA_Server_readValue(UA_Server *server, const UA_NodeId nodeId, UA_Variant *outValue), the second parameter is the nodeId of the serverside datetime node.

From the perspective of the subscriber, I do not know this nodeId. So how can I retrieve this nodeId on runtime (not hardcoded)?

As the subscribe application defined unique fieldNames for 4 fields (in the fillTestDataSetMetaData() mehthod), is it possible to get the nodeId by fieldname?
Thank you both for your help !"
1574231800-416	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	kusumy	
1574231477-293	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808		Are there any considerations how to solve this problem?
1574231800-422	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	kusumy	
1574231898-476	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"You said you use the flag -UA_ARCHITECTURE_FREERTOSLWIP (not sure where) but this might be -DUA_ARCHITECTURE_FREERTOSLWIP instead. In most IDE, you can add symbols to your project, and then it generates the flag according to it.
If your generating the amalgamted files and including them in a project in an IDE prepared for your embedded, then when you do cmake you only need -DUA_ARCHITECTURE=freertosLWIP regarding the architecture and the compilation will fail, but the generated files will be there. The other flags are needed when compiling, which should be set by the IDE"
1574231770-407	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Need for better TCP and mDNS interface selection	"#2864
            opened on 2 Jul by
            Pro"	Need for better TCP and mDNS interface selection	https://github.com/open62541/open62541/issues/2864		"Yes, definitely. We should try to get #2408 in as soon as possible and then create follow-up PRs.
This is just a meta issue/reminder/idea collection to implement that feature."
1574231533-326	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231567-352	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829	Feras992	
1574231919-511	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Semantic release numbers	"#2923
            opened on 25 Jul by
            jrcoding"	Semantic release numbers	https://github.com/open62541/open62541/issues/2923	Pro	
1574231743-396	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	PubSub packet latency	"#2860
            opened on 2 Jul by
            canadyre"	PubSub packet latency	https://github.com/open62541/open62541/issues/2860	ccvca	
1574231914-504	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Generated custom data-types inside a method call	"#2920
            opened on 24 Jul by
            starki93"	Generated custom data-types inside a method call	https://github.com/open62541/open62541/issues/2920		
1574231834-444	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Server does not persist the NodeId of a Node	"#2873
            opened on 9 Jul by
            GeorgeSellner"	Server does not persist the NodeId of a Node	https://github.com/open62541/open62541/issues/2873		"I agree. Nodeids should be stable.
Somehow, the nodeid you look at is randomly generated.
We had deterministic initialization of the RNG in the past.

https://github.com/open62541/open62541/blob/master/src/server/ua_server.c#L225

But that lead to repeated session tokens and problems in different areas.
My suggestion is we go, find the source where randomness is added here and make it deterministic."
1574231800-411	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	sohailmushtaq	
1574231898-474	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	svro86	
1574231533-342	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231693-390	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Remove multiple compiler flags for new architecture does not work	"#2850
            opened on 28 Jun by
            gbeuning"	Remove multiple compiler flags for new architecture does not work	https://github.com/open62541/open62541/issues/2850	jpfr	
1574231460-267	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		"Small Update
Upon more investigation of the following code (copied from above, repeated for convenience)
[...]
case UA_NS0ID_PUBLISHEDDATAITEMSTYPE: {
            UA_PublishedDataSet *publishedDataSet = UA_PublishedDataSet_findPDSbyId(server, *myNodeId);
            if(!publishedDataSet)
                return;
            switch(nodeContext->elementClassiefier) {
                case UA_NS0ID_PUBLISHEDDATAITEMSTYPE_PUBLISHEDDATA: {
                    UA_PublishedVariableDataType *pvd = (UA_PublishedVariableDataType *)
                            UA_calloc(publishedDataSet->fieldSize, sizeof(UA_PublishedVariableDataType));
                    size_t counter = 0;
                    UA_DataSetField *field;
                    LIST_FOREACH(field, &publishedDataSet->fields, listEntry) {
                        pvd[counter].attributeId = UA_ATTRIBUTEID_VALUE;
                        pvd[counter].publishedVariable = field->config.field.variable.publishParameters.publishedVariable;
                        //UA_NodeId_copy(&field->config.field.variable.publishParameters.publishedVariable, &pvd[counter].publishedVariable);
                        counter++;
                    }
                    UA_Variant_setArray(&value, pvd, publishedDataSet->fieldSize,
                                        &UA_TYPES[UA_TYPES_PUBLISHEDVARIABLEDATATYPE]);
                    break;
                }
[...]
the publishedDataSet->fields  do not contain any metadata also.
This is something that I think the UA_PubSubManager should do...
I'm now looking  at the ua_pubsub_manager.c  trying to make sense of it"
1574231283-201	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771		"hey @merlingeorge555,

 I would like to ask you how the client (which is subscribed to the
published sensorvalues) can WRITE a value on the server over the network.
Like: I want the Client to set the temperature value to 0.
How can I accomplish this?

I was thinking about something like this:

static void updateCurrentTime(UA_Server *server) {
    UA_DateTime now = UA_DateTime_now();
    UA_Variant value;
    UA_Variant_setScalar(&value, &now, &UA_TYPES[UA_TYPES_DATETIME]);
    UA_NodeId currentNodeId = UA_NODEID_STRING(1,
""current-time-value-callback"");
    UA_Server_writeValue(server, currentNodeId, value);

}

But I cannot use the UA_Server_writeValue method because this is a
serverside method and I want to set the value from the client side.
Any suggestions?

Thanks a lot in advance!
Best regards

Am Mi., 29. Mai 2019 um 20:28 Uhr schrieb merlingeorge555 <
notifications@github.com>:
…
 Hello @theresa95 <https://github.com/theresa95>,

 Sounds good.

 Question 1:
 Subscribing application (It is subscribing to 4 hardcoded DataSetFields.
 The rst field is a DateTime type. So as far as I understand, it should be
 able to subscribe to the publishing timestamp field.)

 Yes, the implementation seems to have a publisher that publishes the
 dateandtime for every 100ms interval. And also the subscriber should
 subscribe the same. Your understanding seems to be perfect.

 Question 2: So as you can see in the subscriber console, the four
 VariableNodes are successfully added (first of which is of type DateTime).
 But it seems like the subscribe application is not able to parse the
 timestamp withing the NetworkMessage.

 I see you misunderstood the console print in the subscriber, because if
 I'm not wrong you expected a print near the ""Message Receive:"". And it is
 empty because it is just a print statement in
 *""UA_ReaderGroup_subscribeCallback""* in /src/pubsub/ua_pubsub.c in
 line:2392

 if you want to see the value of the ""dateandtime"" from the subscriber
 information model, use the client gui and browse the information model when
 the subscriber is running. Then you can see the data change. The subscriber
 implementation doesn't seems to have a UA_server_readValue() API to read
 the variable value from the information model and display the value in the
 console print. If you want to read and print in the tutorial application
 use the UA_server_readValue() API in a separate call back and read
 repeatedly

 Question 3: Also, I do not understand the console output of the publish
 application. It says that two nodes are not found. Why is that? Which nodes
 are they?

 In the *publisher* if you browse the information model using the client
 tool you can find the objects without the parent node. And also it's not
 mandatory that objects should have a parent node name. Its a optional in
 modelling rule. That's the reason for this ""Node id not found"" console
 print. But to my understanding you don't need to worry about this, it means
 that it won't affect the publisher and subscriber working.

 Question 4: I would like to use this subscriber implementation to
 subscribe to my published sensorvalues. But since the application is not
 able to subscribe to the timestamp correctly, I will have to solve this
 issue first.

 You don't need to solve anything. It seems to be working fine.

 Hope my answer helps.

 Thanks,
 Merlin

 —
 You are receiving this because you were mentioned.
 Reply to this email directly, view it on GitHub
 <#2771?email_source=notifications&email_token=AE4O5NZOG43IRZUOS3BJHO3PX3DNNA5CNFSM4HQKAUN2YY3PNVWWK3TUL52HS4DFVREXG43VMVBW63LNMVXHJKTDN5WW2ZLOORPWSZGODWQHO3Y#issuecomment-497055599>,
 or mute the thread
 <https://github.com/notifications/unsubscribe-auth/AE4O5N5USDRFJF5QMMTA5D3PX3DNNANCNFSM4HQKAUNQ>
 ."
